species,log_intron_length
bonobo,1.9242792860618816
bonobo,1.9084850188786497
bonobo,1.9084850188786497
bonobo,2.0791812460476247
bonobo,1.968482948553935
bonobo,1.968482948553935
bonobo,2.3283796034387376
bonobo,1.99563519459755
bonobo,1.99563519459755
bonobo,2.089905111439398
bonobo,1.8920946026904804
bonobo,2.3096301674258988
bonobo,1.954242509439325
bonobo,1.968482948553935
bonobo,2.1398790864012365
bonobo,1.9395192526186185
bonobo,1.9395192526186185
bonobo,2.1398790864012365
bonobo,1.9242792860618816
bonobo,2.4771212547196626
bonobo,2.110589710299249
bonobo,1.8920946026904804
bonobo,2.357934847000454
bonobo,2.2764618041732443
bonobo,1.954242509439325
bonobo,2.2833012287035497
bonobo,1.8573324964312685
bonobo,2.1583624920952498
bonobo,1.9084850188786497
bonobo,1.8920946026904804
bonobo,1.9395192526186185
bonobo,2.1492191126553797
bonobo,2.0569048513364727
bonobo,2.3344537511509307
bonobo,2.303196057420489
bonobo,2.357934847000454
bonobo,1.9822712330395684
bonobo,1.9822712330395684
bonobo,1.9084850188786497
bonobo,2.494154594018443
bonobo,2.5224442335063197
bonobo,1.9395192526186185
bonobo,2.12057393120585
bonobo,1.968482948553935
bonobo,2.0086001717619175
bonobo,2.2174839442139063
bonobo,2.1492191126553797
bonobo,1.954242509439325
bonobo,2.3636119798921444
bonobo,2.2013971243204513
bonobo,1.9242792860618816
bonobo,1.9395192526186185
bonobo,2.225309281725863
bonobo,1.968482948553935
bonobo,2.0211892990699383
bonobo,1.968482948553935
bonobo,2.315970345456918
bonobo,1.8920946026904804
bonobo,2.167317334748176
bonobo,1.9395192526186185
bonobo,1.9084850188786497
bonobo,2.574031267727719
bonobo,1.8750612633917
bonobo,1.9395192526186185
bonobo,2.2764618041732443
bonobo,2.0211892990699383
bonobo,2.1583624920952498
bonobo,2.1583624920952498
bonobo,1.8920946026904804
bonobo,2.0453229787866576
bonobo,2.089905111439398
bonobo,2.2624510897304293
bonobo,2.3283796034387376
bonobo,2.3961993470957363
bonobo,2.374748346010104
bonobo,2.2764618041732443
bonobo,1.954242509439325
bonobo,2.2329961103921536
bonobo,1.8750612633917
bonobo,1.8750612633917
bonobo,2.3283796034387376
bonobo,2.3636119798921444
bonobo,2.2013971243204513
bonobo,2.0791812460476247
bonobo,2.1492191126553797
bonobo,2.089905111439398
bonobo,2.357934847000454
bonobo,2.1492191126553797
bonobo,2.1492191126553797
bonobo,2.1492191126553797
bonobo,2.552668216112193
bonobo,2.2174839442139063
bonobo,1.9395192526186185
bonobo,1.954242509439325
bonobo,2.0086001717619175
bonobo,2.4216039268698313
bonobo,2.303196057420489
bonobo,2.100370545117563
bonobo,1.9084850188786497
bonobo,1.99563519459755
bonobo,2.537819095073274
bonobo,1.9395192526186185
bonobo,1.9084850188786497
bonobo,2.100370545117563
bonobo,1.954242509439325
bonobo,2.03342375548695
bonobo,2.110589710299249
bonobo,2.3283796034387376
bonobo,2.225309281725863
bonobo,2.03342375548695
bonobo,1.9242792860618816
bonobo,2.41161970596323
bonobo,1.8920946026904804
bonobo,1.8920946026904804
bonobo,2.2405492482826
bonobo,1.99563519459755
bonobo,1.8920946026904804
bonobo,2.380211241711606
bonobo,2.1931245983544616
bonobo,2.130333768495006
bonobo,2.2695129442179165
bonobo,2.184691430817599
bonobo,2.184691430817599
bonobo,2.184691430817599
bonobo,2.184691430817599
bonobo,1.954242509439325
bonobo,2.089905111439398
bonobo,2.2405492482826
bonobo,2.167317334748176
bonobo,1.9242792860618816
bonobo,2.1760912590556813
bonobo,1.99563519459755
bonobo,1.8750612633917
bonobo,1.8573324964312685
bonobo,1.9242792860618816
bonobo,1.954242509439325
bonobo,2.1492191126553797
bonobo,1.9084850188786497
bonobo,2.459392487759231
bonobo,1.9395192526186185
bonobo,2.1492191126553797
bonobo,2.1931245983544616
bonobo,1.954242509439325
bonobo,2.247973266361807
bonobo,2.1492191126553797
bonobo,1.9242792860618816
bonobo,2.247973266361807
bonobo,2.1760912590556813
bonobo,2.0569048513364727
bonobo,2.3404441148401185
bonobo,1.8573324964312685
bonobo,1.8750612633917
bonobo,1.9395192526186185
bonobo,2.0791812460476247
bonobo,1.9395192526186185
bonobo,1.9395192526186185
bonobo,2.0569048513364727
bonobo,1.8750612633917
bonobo,2.597695185925512
bonobo,2.0453229787866576
bonobo,1.9242792860618816
bonobo,2.3344537511509307
bonobo,1.8750612633917
bonobo,1.968482948553935
bonobo,2.184691430817599
bonobo,2.705007959333336
bonobo,1.9084850188786497
bonobo,2.0086001717619175
bonobo,1.8388490907372552
bonobo,1.8750612633917
bonobo,2.2013971243204513
bonobo,2.1398790864012365
bonobo,1.9822712330395684
bonobo,1.9395192526186185
bonobo,1.9242792860618816
bonobo,1.9242792860618816
bonobo,1.8920946026904804
bonobo,2.303196057420489
bonobo,2.0453229787866576
bonobo,1.9822712330395684
bonobo,1.7323937598229686
bonobo,1.9242792860618816
bonobo,1.9242792860618816
bonobo,1.9822712330395684
bonobo,2.0453229787866576
bonobo,1.954242509439325
bonobo,1.9822712330395684
bonobo,2.110589710299249
bonobo,1.968482948553935
bonobo,1.9822712330395684
bonobo,1.9822712330395684
bonobo,2.534026106056135
bonobo,2.2095150145426308
bonobo,2.2095150145426308
bonobo,1.99563519459755
bonobo,2.089905111439398
bonobo,1.968482948553935
bonobo,2.3344537511509307
bonobo,2.296665190261531
bonobo,1.954242509439325
bonobo,1.9084850188786497
bonobo,2.130333768495006
bonobo,2.0453229787866576
bonobo,1.8920946026904804
bonobo,1.9395192526186185
bonobo,1.9242792860618816
bonobo,2.0681858617461617
bonobo,2.0453229787866576
bonobo,1.8920946026904804
bonobo,2.12057393120585
bonobo,1.9395192526186185
bonobo,1.8920946026904804
bonobo,2.416640507338281
bonobo,1.9822712330395684
bonobo,1.8920946026904804
bonobo,1.9242792860618816
bonobo,2.0211892990699383
bonobo,1.9822712330395684
bonobo,2.851869600729766
bonobo,2.851869600729766
bonobo,2.2174839442139063
bonobo,2.401400540781544
bonobo,1.9242792860618816
bonobo,1.9084850188786497
bonobo,1.9242792860618816
bonobo,2.03342375548695
bonobo,2.03342375548695
bonobo,1.9822712330395684
bonobo,2.7075701760979363
bonobo,2.0086001717619175
bonobo,2.0453229787866576
bonobo,1.8388490907372552
bonobo,2.2695129442179165
bonobo,2.255272505103306
bonobo,2.0681858617461617
bonobo,2.100370545117563
bonobo,2.4638929889859074
bonobo,1.99563519459755
bonobo,2.0086001717619175
bonobo,1.9395192526186185
bonobo,1.9084850188786497
bonobo,1.8750612633917
bonobo,1.9395192526186185
bonobo,1.8750612633917
bonobo,2.2329961103921536
bonobo,1.968482948553935
bonobo,1.9084850188786497
bonobo,1.9084850188786497
bonobo,2.03342375548695
bonobo,2.03342375548695
bonobo,2.03342375548695
bonobo,2.100370545117563
bonobo,1.9822712330395684
bonobo,1.9242792860618816
bonobo,1.968482948553935
bonobo,1.968482948553935
bonobo,2.03342375548695
bonobo,2.1398790864012365
bonobo,2.12057393120585
bonobo,2.0086001717619175
bonobo,1.99563519459755
bonobo,1.8750612633917
bonobo,2.03342375548695
bonobo,2.0086001717619175
bonobo,2.0086001717619175
bonobo,1.9242792860618816
bonobo,2.322219294733919
bonobo,2.100370545117563
bonobo,3.002166061756508
bonobo,1.9822712330395684
bonobo,2.1583624920952498
bonobo,2.0791812460476247
bonobo,2.1931245983544616
bonobo,2.0791812460476247
bonobo,2.322219294733919
bonobo,2.0681858617461617
bonobo,1.8920946026904804
bonobo,2.0211892990699383
bonobo,2.0086001717619175
bonobo,2.0086001717619175
bonobo,2.2405492482826
bonobo,2.2405492482826
bonobo,2.2405492482826
bonobo,1.9084850188786497
bonobo,1.9395192526186185
bonobo,1.9084850188786497
bonobo,1.9084850188786497
bonobo,1.9084850188786497
bonobo,2.2764618041732443
bonobo,2.2764618041732443
bonobo,2.1398790864012365
bonobo,1.8573324964312685
bonobo,1.8573324964312685
bonobo,1.8750612633917
bonobo,1.8920946026904804
bonobo,1.8750612633917
bonobo,2.03342375548695
bonobo,2.416640507338281
bonobo,2.873320601815399
bonobo,1.9084850188786497
bonobo,2.3096301674258988
bonobo,2.4899584794248346
bonobo,1.9395192526186185
bonobo,2.0211892990699383
bonobo,2.0211892990699383
bonobo,2.0211892990699383
bonobo,2.0569048513364727
bonobo,1.8920946026904804
bonobo,1.968482948553935
bonobo,2.255272505103306
bonobo,2.2624510897304293
bonobo,1.8920946026904804
bonobo,2.110589710299249
bonobo,2.530199698203082
bonobo,2.2764618041732443
bonobo,1.99563519459755
bonobo,2.03342375548695
bonobo,1.968482948553935
bonobo,1.954242509439325
bonobo,2.100370545117563
bonobo,2.0086001717619175
bonobo,1.968482948553935
bonobo,2.3283796034387376
bonobo,2.3283796034387376
bonobo,1.9242792860618816
bonobo,1.9242792860618816
bonobo,1.954242509439325
bonobo,2.2095150145426308
bonobo,1.9395192526186185
bonobo,1.9084850188786497
bonobo,2.0681858617461617
bonobo,2.2624510897304293
bonobo,2.0453229787866576
bonobo,1.9242792860618816
bonobo,2.1398790864012365
bonobo,2.0086001717619175
bonobo,2.0453229787866576
bonobo,1.9822712330395684
bonobo,1.954242509439325
bonobo,1.968482948553935
bonobo,2.0211892990699383
bonobo,1.9395192526186185
bonobo,1.9395192526186185
bonobo,2.1760912590556813
bonobo,2.12057393120585
bonobo,2.110589710299249
bonobo,2.0791812460476247
bonobo,2.0086001717619175
bonobo,2.1760912590556813
bonobo,2.1398790864012365
bonobo,1.8750612633917
bonobo,2.0086001717619175
bonobo,1.9242792860618816
bonobo,2.0211892990699383
bonobo,2.2695129442179165
bonobo,1.99563519459755
bonobo,2.0086001717619175
bonobo,2.1398790864012365
bonobo,1.8573324964312685
bonobo,2.3096301674258988
bonobo,2.6384892569546374
bonobo,2.296665190261531
bonobo,2.374748346010104
bonobo,2.089905111439398
bonobo,2.4456042032735974
bonobo,2.406540180433955
bonobo,2.2174839442139063
bonobo,2.2174839442139063
bonobo,2.2174839442139063
bonobo,1.968482948553935
bonobo,1.9822712330395684
bonobo,1.9242792860618816
bonobo,1.9822712330395684
bonobo,2.0453229787866576
bonobo,2.357934847000454
bonobo,2.03342375548695
bonobo,2.0211892990699383
bonobo,2.0211892990699383
bonobo,1.8573324964312685
bonobo,1.8573324964312685
bonobo,1.8920946026904804
bonobo,1.99563519459755
bonobo,2.416640507338281
bonobo,2.416640507338281
bonobo,1.9242792860618816
bonobo,2.4313637641589874
bonobo,1.9822712330395684
bonobo,2.2329961103921536
bonobo,2.2695129442179165
bonobo,2.0453229787866576
bonobo,2.0453229787866576
bonobo,2.247973266361807
bonobo,1.6812412373755872
bonobo,2.0211892990699383
bonobo,2.1492191126553797
bonobo,1.8573324964312685
bonobo,1.9084850188786497
bonobo,2.0681858617461617
bonobo,2.03342375548695
bonobo,2.530199698203082
bonobo,2.530199698203082
bonobo,2.41161970596323
bonobo,2.5563025007672873
bonobo,2.3096301674258988
bonobo,2.1398790864012365
bonobo,2.3096301674258988
bonobo,2.0791812460476247
bonobo,1.954242509439325
bonobo,2.2095150145426308
bonobo,1.968482948553935
bonobo,2.089905111439398
bonobo,2.919601023784111
bonobo,1.954242509439325
bonobo,2.0086001717619175
bonobo,1.9395192526186185
bonobo,1.954242509439325
bonobo,2.03342375548695
bonobo,1.9242792860618816
bonobo,2.03342375548695
bonobo,2.089905111439398
bonobo,1.99563519459755
bonobo,1.9395192526186185
bonobo,1.8573324964312685
bonobo,1.9822712330395684
bonobo,1.8573324964312685
bonobo,2.1398790864012365
bonobo,2.1492191126553797
bonobo,2.12057393120585
bonobo,1.8750612633917
bonobo,1.8920946026904804
bonobo,2.110589710299249
bonobo,2.45484486000851
bonobo,1.9242792860618816
bonobo,1.9084850188786497
bonobo,2.406540180433955
bonobo,1.954242509439325
bonobo,2.2095150145426308
bonobo,2.3096301674258988
bonobo,2.0211892990699383
bonobo,1.9395192526186185
bonobo,1.9084850188786497
bonobo,1.9242792860618816
bonobo,1.8920946026904804
bonobo,2.0086001717619175
bonobo,1.9822712330395684
bonobo,2.2405492482826
bonobo,1.9395192526186185
bonobo,2.255272505103306
bonobo,2.3909351071033793
bonobo,2.2095150145426308
bonobo,1.9395192526186185
bonobo,2.12057393120585
bonobo,1.9395192526186185
bonobo,2.0211892990699383
bonobo,1.954242509439325
bonobo,2.296665190261531
bonobo,1.9395192526186185
bonobo,2.0681858617461617
bonobo,1.954242509439325
bonobo,1.8920946026904804
bonobo,1.99563519459755
bonobo,1.9242792860618816
bonobo,2.2095150145426308
bonobo,2.2095150145426308
bonobo,2.2095150145426308
bonobo,2.4265112613645754
bonobo,2.7715874808812555
bonobo,2.4216039268698313
bonobo,1.99563519459755
bonobo,1.9084850188786497
bonobo,2.2095150145426308
bonobo,2.110589710299249
bonobo,2.4771212547196626
bonobo,2.0211892990699383
bonobo,1.9395192526186185
bonobo,2.2764618041732443
bonobo,2.2329961103921536
bonobo,2.450249108319361
bonobo,1.9084850188786497
bonobo,1.8750612633917
bonobo,1.8920946026904804
bonobo,1.968482948553935
bonobo,2.303196057420489
bonobo,1.954242509439325
bonobo,2.315970345456918
bonobo,2.0211892990699383
bonobo,1.9395192526186185
bonobo,2.3961993470957363
bonobo,1.9395192526186185
bonobo,2.0791812460476247
bonobo,1.954242509439325
bonobo,2.0791812460476247
bonobo,2.0569048513364727
bonobo,2.100370545117563
bonobo,1.968482948553935
bonobo,1.954242509439325
bonobo,2.0569048513364727
bonobo,1.954242509439325
bonobo,2.4409090820652177
bonobo,2.2095150145426308
bonobo,2.12057393120585
bonobo,1.9242792860618816
bonobo,2.0211892990699383
bonobo,2.089905111439398
bonobo,2.0681858617461617
bonobo,2.0211892990699383
bonobo,2.12057393120585
bonobo,1.9822712330395684
bonobo,1.9822712330395684
bonobo,1.8573324964312685
bonobo,2.2624510897304293
bonobo,2.0791812460476247
bonobo,2.494154594018443
bonobo,2.0791812460476247
bonobo,2.591064607026499
bonobo,2.2833012287035497
bonobo,1.954242509439325
bonobo,2.100370545117563
bonobo,2.4265112613645754
bonobo,2.3283796034387376
bonobo,2.4727564493172123
bonobo,2.255272505103306
bonobo,1.9084850188786497
bonobo,2.4683473304121573
bonobo,2.0791812460476247
bonobo,2.0791812460476247
bonobo,1.9395192526186185
bonobo,2.0453229787866576
bonobo,2.2013971243204513
bonobo,2.2624510897304293
bonobo,1.8573324964312685
bonobo,2.0681858617461617
bonobo,1.9822712330395684
bonobo,1.954242509439325
bonobo,1.968482948553935
bonobo,1.968482948553935
bonobo,2.346352974450639
bonobo,2.255272505103306
bonobo,2.255272505103306
bonobo,2.12057393120585
bonobo,2.290034611362518
bonobo,1.9395192526186185
bonobo,2.7489628612561616
bonobo,2.1931245983544616
bonobo,2.2095150145426308
bonobo,2.2174839442139063
bonobo,1.9084850188786497
bonobo,1.9084850188786497
bonobo,1.954242509439325
bonobo,1.8750612633917
bonobo,1.8750612633917
bonobo,1.8920946026904804
bonobo,1.9395192526186185
bonobo,2.247973266361807
bonobo,1.9242792860618816
bonobo,2.0681858617461617
bonobo,1.9242792860618816
bonobo,2.0791812460476247
bonobo,2.184691430817599
bonobo,2.1492191126553797
bonobo,2.0211892990699383
bonobo,1.9395192526186185
bonobo,1.9395192526186185
bonobo,1.9395192526186185
bonobo,2.3521825181113627
bonobo,1.99563519459755
bonobo,2.089905111439398
bonobo,2.12057393120585
bonobo,1.9822712330395684
bonobo,2.5877109650189114
bonobo,1.9395192526186185
bonobo,1.954242509439325
bonobo,1.8920946026904804
bonobo,1.9822712330395684
bonobo,2.385606273598312
bonobo,2.2013971243204513
bonobo,2.0569048513364727
bonobo,2.2624510897304293
bonobo,2.225309281725863
bonobo,2.6009728956867484
bonobo,2.089905111439398
bonobo,1.954242509439325
bonobo,1.8920946026904804
bonobo,1.8920946026904804
bonobo,2.2405492482826
bonobo,1.8920946026904804
bonobo,2.2329961103921536
bonobo,2.0453229787866576
bonobo,1.9242792860618816
bonobo,1.968482948553935
bonobo,2.0569048513364727
bonobo,2.303196057420489
bonobo,2.167317334748176
bonobo,1.9822712330395684
bonobo,2.406540180433955
bonobo,2.346352974450639
bonobo,2.9410142437055695
bonobo,1.968482948553935
bonobo,2.1583624920952498
bonobo,2.296665190261531
bonobo,1.8920946026904804
bonobo,2.167317334748176
bonobo,1.9822712330395684
bonobo,1.9822712330395684
bonobo,1.8750612633917
bonobo,1.9242792860618816
bonobo,1.954242509439325
bonobo,1.954242509439325
bonobo,1.8388490907372552
bonobo,2.2013971243204513
bonobo,1.9084850188786497
bonobo,1.9084850188786497
bonobo,1.9395192526186185
bonobo,1.99563519459755
bonobo,1.9395192526186185
bonobo,1.9395192526186185
bonobo,2.2833012287035497
bonobo,1.954242509439325
bonobo,2.2329961103921536
bonobo,1.968482948553935
bonobo,1.9084850188786497
bonobo,1.9084850188786497
bonobo,1.9084850188786497
bonobo,1.954242509439325
bonobo,2.1492191126553797
bonobo,2.2624510897304293
bonobo,1.9395192526186185
bonobo,1.9242792860618816
bonobo,1.8920946026904804
bonobo,1.8920946026904804
bonobo,2.357934847000454
bonobo,2.2013971243204513
bonobo,1.8920946026904804
bonobo,2.2405492482826
bonobo,1.9084850188786497
bonobo,1.9084850188786497
bonobo,1.968482948553935
bonobo,1.9822712330395684
bonobo,2.584331224367531
bonobo,1.9395192526186185
bonobo,2.0086001717619175
bonobo,1.968482948553935
bonobo,2.110589710299249
bonobo,2.0086001717619175
bonobo,2.0211892990699383
bonobo,2.1760912590556813
bonobo,2.303196057420489
bonobo,2.100370545117563
bonobo,2.0086001717619175
bonobo,1.9822712330395684
bonobo,1.8920946026904804
bonobo,1.954242509439325
bonobo,1.8920946026904804
bonobo,2.303196057420489
bonobo,1.9822712330395684
bonobo,2.2833012287035497
bonobo,2.110589710299249
bonobo,1.9395192526186185
bonobo,1.9084850188786497
bonobo,2.374748346010104
bonobo,1.9395192526186185
bonobo,1.8920946026904804
bonobo,2.100370545117563
bonobo,1.968482948553935
bonobo,2.0086001717619175
bonobo,2.2174839442139063
bonobo,1.968482948553935
bonobo,2.4216039268698313
bonobo,2.110589710299249
bonobo,1.8920946026904804
bonobo,1.8750612633917
bonobo,1.968482948553935
bonobo,2.130333768495006
bonobo,1.9395192526186185
bonobo,1.954242509439325
bonobo,1.954242509439325
bonobo,2.03342375548695
bonobo,1.9084850188786497
bonobo,1.968482948553935
bonobo,2.100370545117563
bonobo,2.3283796034387376
bonobo,2.0211892990699383
bonobo,1.9242792860618816
bonobo,1.9242792860618816
bonobo,1.9242792860618816
bonobo,1.9822712330395684
bonobo,2.3096301674258988
bonobo,1.99563519459755
bonobo,1.9242792860618816
bonobo,1.9395192526186185
bonobo,1.8920946026904804
bonobo,2.0086001717619175
bonobo,2.0569048513364727
bonobo,2.089905111439398
bonobo,1.8920946026904804
bonobo,1.8920946026904804
bonobo,1.9242792860618816
bonobo,2.385606273598312
bonobo,1.9084850188786497
bonobo,2.247973266361807
bonobo,2.1398790864012365
bonobo,2.0453229787866576
bonobo,2.0453229787866576
bonobo,1.99563519459755
bonobo,2.184691430817599
bonobo,2.184691430817599
bonobo,1.8750612633917
bonobo,1.9822712330395684
bonobo,1.8750612633917
bonobo,2.2174839442139063
bonobo,1.9395192526186185
bonobo,2.0211892990699383
bonobo,2.03342375548695
bonobo,1.8750612633917
bonobo,1.8920946026904804
bonobo,1.8920946026904804
bonobo,1.954242509439325
bonobo,2.130333768495006
bonobo,2.100370545117563
bonobo,2.1931245983544616
bonobo,2.4265112613645754
bonobo,2.3404441148401185
bonobo,1.8920946026904804
bonobo,1.8920946026904804
bonobo,1.9242792860618816
bonobo,1.9084850188786497
bonobo,2.2695129442179165
bonobo,2.0453229787866576
bonobo,2.450249108319361
bonobo,1.9822712330395684
bonobo,1.968482948553935
bonobo,1.8573324964312685
bonobo,2.41161970596323
bonobo,1.9822712330395684
bonobo,2.0681858617461617
bonobo,2.0211892990699383
bonobo,1.968482948553935
bonobo,1.968482948553935
bonobo,1.9242792860618816
